iter	MAE
1507	0.3081255282
1508	0.3080861909
1509	0.3080643679
1510	0.3080513398
1511	0.3080465629
1512	0.3080260446
1513	0.3079853626
1514	0.307963199
1515	0.3079463293
1516	0.3079275266
1517	0.3079119566
1518	0.3079013331
1519	0.3078881486
1520	0.307872615
1521	0.3078644769
1522	0.3078536136
1523	0.3078281825
1524	0.3078203078
1525	0.3078013694
1526	0.307796479
1527	0.3077870916
1528	0.3077696095
1529	0.3077453275
1530	0.3077411533
1531	0.3077239084
1532	0.3077067431
1533	0.3076981053
1534	0.3076913364
1535	0.3076754019
1536	0.3076600974
1537	0.3076509204
1538	0.3076129721
1539	0.3075958149
1540	0.3075838531
1541	0.3075560046
1542	0.3075490358
1543	0.3075339476
1544	0.3075093443
1545	0.3074812801
1546	0.3074597883
1547	0.3074353506
1548	0.3074064551
1549	0.3073821176
1550	0.3073686539
1551	0.307350765
1552	0.3073390181
1553	0.3073257739
1554	0.3073098881
1555	0.307283462
1556	0.3072675557
1557	0.3072511487
1558	0.3072445615
1559	0.3072171696
1560	0.3072147499
1561	0.3071957809
1562	0.3071822999
1563	0.3071714368
1564	0.3071466138
1565	0.307125416
1566	0.3071048927
1567	0.3070922679
1568	0.3070781121
1569	0.3070545972
1570	0.3070384559
1571	0.3070173628
1572	0.3070097677
1573	0.3070002605
1574	0.3069889642
1575	0.3069735509
1576	0.3069641265
1577	0.3069595564
1578	0.3069492861
1579	0.3069394503
1580	0.3069249001
1581	0.3069102687
1582	0.3068949041
1583	0.3068731455
1584	0.3068614315
1585	0.3068492965
1586	0.3068464113
1587	0.3068417472
1588	0.3068071269
1589	0.3067915457
1590	0.3067816839
1591	0.3067699793
1592	0.306757996
1593	0.3067429939
1594	0.3067401798
1595	0.3067185394
1596	0.306697659
1597	0.3066902784
1598	0.3066756294
1599	0.3066587733
1600	0.3066442848
1601	0.3066310918
1602	0.3066229832
1603	0.3066078177
1604	0.3065854261
1605	0.3065759167
1606	0.3065696404
1607	0.3065492932
1608	0.3065330521
1609	0.3065170579
1610	0.306512247
1611	0.3064985257
1612	0.3064819312
1613	0.3064672887
1614	0.3064349536
1615	0.3064047949
1616	0.3063983666
1617	0.3063867586
1618	0.3063746355
1619	0.3063671757
1620	0.3063458117
1621	0.3063292137
1622	0.30630613
1623	0.3062889129
1624	0.3062699123
1625	0.3062610959
1626	0.3062404418
1627	0.3062269624
1628	0.3062025023
1629	0.3061930243
1630	0.3061623247
1631	0.3061203445
1632	0.3061106662
1633	0.3060919329
1634	0.3060570498
1635	0.3060404004
1636	0.3060223278
1637	0.306003715
1638	0.3059890373
1639	0.3059764566
1640	0.3059630614
1641	0.3059512994
1642	0.3059235238
1643	0.3059136049
1644	0.3058875807
1645	0.3058806612
1646	0.3058411079
1647	0.3058114675
1648	0.3057946274
1649	0.3057858781
1650	0.3057706933
1651	0.3057489258
1652	0.3057367592
1653	0.305710914
1654	0.305702633
1655	0.3056838331
1656	0.3056637574
1657	0.305660783
1658	0.3056538193
1659	0.3056460904
1660	0.3056377106
1661	0.3056207009
1662	0.30559115
1663	0.3055627492
1664	0.3055223031
1665	0.305508848
1666	0.3054881337
1667	0.305481061
1668	0.3054646925
1669	0.3054602838
1670	0.3054382659
1671	0.3054201377
1672	0.3054101457
1673	0.3053939439
1674	0.3053636061
1675	0.3053494246
1676	0.3053272332
1677	0.3053054622
1678	0.3052899167
1679	0.3052773129
1680	0.3052638779
1681	0.3052527003
1682	0.3052356173
1683	0.3052188228
1684	0.3052059119
1685	0.3051887124
1686	0.3051799991
1687	0.3051712511
1688	0.3051611322
1689	0.3051476007
1690	0.3051316191
1691	0.3051240332
1692	0.3051006365
1693	0.305093804
1694	0.3050826817
1695	0.3050780551
1696	0.305068919
1697	0.3050589669
1698	0.3050382179
1699	0.305006616
1700	0.3049747277
1701	0.3049581706
1702	0.304926627
1703	0.3048854618
1704	0.304876007
1705	0.3048607522
1706	0.3048470858
1707	0.3048286314
1708	0.3048175566
1709	0.3047857448
1710	0.3047784881
1711	0.3047674809
1712	0.3047539012
1713	0.3047081214
1714	0.3046923308
1715	0.3046815278
1716	0.304667221
1717	0.3046571427
1718	0.3046405314
1719	0.3046290469
1720	0.3046086154
1721	0.3045910538
1722	0.3045793819
1723	0.3045584437
1724	0.3045474043
1725	0.3045237574
1726	0.3044927256
1727	0.3044829893
1728	0.3044720012
1729	0.3044466973
1730	0.3044317988
1731	0.3044222082
1732	0.3044156746
1733	0.3043996783
1734	0.3043941832
1735	0.3043758343
1736	0.3043697745
1737	0.3043613037
1738	0.3043492712
1739	0.3043395511
1740	0.3043208544
1741	0.3043117049
1742	0.3043005083
1743	0.3042896888
1744	0.304279202
1745	0.3042598038
1746	0.3042508626
1747	0.3042237262
1748	0.3041999288
1749	0.3041846735
1750	0.304160467
1751	0.3041503312
1752	0.3041324956
1753	0.3041230705
1754	0.3041144784
1755	0.3041098959
1756	0.3041090748
1757	0.3040889111
1758	0.3040792895
1759	0.304069257
1760	0.3040616399
1761	0.3040526578
1762	0.3040448251
1763	0.3040287583
1764	0.304013197
1765	0.3040075338
1766	0.3040036142
1767	0.3039934429
1768	0.3039861357
1769	0.3039668481
1770	0.3039505663
1771	0.3039465167
1772	0.303936603
1773	0.303919546
1774	0.3039097942
1775	0.3039085655
1776	0.3038917436
1777	0.3038790075
1778	0.3038584044
1779	0.3038480049
1780	0.3038181004
1781	0.3038034627
1782	0.3037946677
1783	0.3037865195
1784	0.3037520249
1785	0.3037402065
1786	0.3037284039
1787	0.3037131706
1788	0.3037009002
1789	0.3036931513
1790	0.3036834911
1791	0.3036602701
1792	0.3036500818
1793	0.3036186649
1794	0.3035999252
1795	0.3035834088
1796	0.3035715295
1797	0.3035654749
1798	0.3035555504
1799	0.3035419509
1800	0.3035339341
1801	0.3035214471
1802	0.3035086396
1803	0.3035022533
1804	0.3034978695
1805	0.3034978076
1806	0.3034746833
1807	0.3034516688
1808	0.303432833
1809	0.3034150994
1810	0.3034004957
1811	0.3033808273
1812	0.3033770522
1813	0.3033741224
1814	0.3033652286
1815	0.3033616559
1816	0.3033544158
1817	0.3033461673
1818	0.3033340804
1819	0.3033205879
1820	0.3033074895
1821	0.3032955148
1822	0.3032904386
1823	0.3032491924
1824	0.3032311933
1825	0.3032196177
1826	0.3032101383
1827	0.3032101034
1828	0.3031907444
1829	0.3031738953
1830	0.3031557797
1831	0.3031274844
1832	0.3031188644
1833	0.3031020596
1834	0.3030888147
1835	0.3030770205
1836	0.3030647901
1837	0.3030622306
1838	0.3030428503
1839	0.3030321401
1840	0.3030164989
1841	0.302999778
1842	0.3029929713
1843	0.3029879696
1844	0.3029716146
1845	0.302953558
1846	0.3029364668
1847	0.3029245532
1848	0.302911577
1849	0.3029058172
1850	0.3028962406
1851	0.30287479
1852	0.3028654316
1853	0.3028478538
1854	0.3028401094
1855	0.302828069
1856	0.3028222195
1857	0.3028022243
1858	0.3027806244
1859	0.3027604548
1860	0.3027409609
1861	0.3027171469
1862	0.3027137043
1863	0.3027036593
1864	0.3026788347
1865	0.3026700304
1866	0.302650053
1867	0.3026236635
1868	0.3026041836
1869	0.3025909317
1870	0.3025816988
1871	0.3025755331
1872	0.3025616816
1873	0.3025561828
1874	0.302547958
1875	0.3025212122
1876	0.3024910642
1877	0.3024872295
1878	0.3024711379
1879	0.3024472532
1880	0.3024338211
1881	0.3024148828
1882	0.3024012895
1883	0.3023834577
1884	0.3023650176
1885	0.3023519962
1886	0.3023493729
1887	0.302324677
1888	0.3023094497
1889	0.3023048
1890	0.3022943466
1891	0.302282509
1892	0.3022661904
1893	0.3022529104
1894	0.3022504282
1895	0.3022478587
1896	0.3022237964
1897	0.3022117739
1898	0.3022000695
1899	0.302183549
1900	0.3021686374
1901	0.302157281
1902	0.3021508639
1903	0.3021364753
1904	0.3021178441
1905	0.3020996364
1906	0.3020708198
1907	0.3020611708
1908	0.3020505981
1909	0.3020186485
1910	0.3020049958
1911	0.3019851894
1912	0.3019722551
1913	0.3019682856
1914	0.3019557252
1915	0.3019412192
1916	0.3019180145
1917	0.3019142314
1918	0.3018915383
1919	0.3018801497
1920	0.301859066
1921	0.3018352969
1922	0.3018209124
1923	0.301808589
1924	0.3017907788
1925	0.3017764206
1926	0.3017710573
1927	0.3017624625
1928	0.3017452784
1929	0.3017358885
1930	0.3017195518
1931	0.3017079361
1932	0.3017002181
1933	0.3016959939
1934	0.3016880481
1935	0.3016726125
1936	0.301658577
1937	0.3016514629
1938	0.3016434441
1939	0.3016344773
1940	0.3016274872
1941	0.3016236785
1942	0.3016140599
1943	0.3015997098
1944	0.3015843843
1945	0.3015597109
1946	0.3015397841
1947	0.301521911
1948	0.3015182068
1949	0.3015100981
1950	0.3014961544
1951	0.3014925436
1952	0.3014861917
1953	0.3014530625
1954	0.3014477238
1955	0.301437087
1956	0.3014212825
1957	0.301409953
1958	0.3013950284
1959	0.3013844225
1960	0.3013821407
1961	0.3013733956
1962	0.301362351
1963	0.3013598983
1964	0.301353802
1965	0.3013488817
1966	0.3013341128
1967	0.3013286283
1968	0.3013192508
1969	0.3013125158
1970	0.3013038816
1971	0.3012789596
1972	0.3012648102
1973	0.3012528231
1974	0.3012408407
1975	0.3012364953
1976	0.3012336922
1977	0.3012198565
1978	0.3012134203
1979	0.3011981677
1980	0.3011916183
1981	0.3011839998
1982	0.3011802618
1983	0.3011762529
1984	0.3011687223
1985	0.3011513959
1986	0.3011293179
1987	0.3011165922
1988	0.3011012956
1989	0.3010684486
1990	0.301050615
1991	0.3010417993
1992	0.301022938
1993	0.3010131023
1994	0.3009838002
1995	0.3009703694
1996	0.3009420214
1997	0.3009171877
1998	0.3009082256
1999	0.3008884491
